openTime,open,high,low,close,volume,MA20,isValidChange,ChangeRate,MaxValidChangeRate
2023/1/1 0:00,16541.77,16559.77,16508.39,16533.04,15515.82327,,,-0.05277548895915953,
2023/1/1 4:00,16533.04,16550.0,16499.01,16526.19,16532.24115,,,-0.041432186700099814,
2023/1/1 8:00,16525.7,16557.0,16505.2,16556.66,15915.96701,,,0.1873445602909355,
2023/1/1 12:00,16556.66,16572.94,16533.68,16558.73,15046.09096,,,0.012502521643856361,
2023/1/1 16:00,16558.73,16623.65,16558.0,16603.08,18532.64857,,,0.26783455011345786,
2023/1/1 20:00,16603.53,16628.0,16586.24,16616.75,15382.64278,,,0.0796216226308572,
2023/1/2 0:00,16617.17,16707.25,16548.7,16661.94,19463.4751,,,0.2694201238839131,
2023/1/2 4:00,16662.38,16769.51,16619.44,16721.28,26026.88178,,,0.3534909178640615,
2023/1/2 8:00,16721.27,16772.01,16704.07,16735.11,23267.94119,,,0.08276883275014484,
2023/1/2 12:00,16735.51,16750.0,16669.15,16734.66,21747.21491,,,-0.00507902059751119,
2023/1/2 16:00,16734.66,16739.64,16707.12,16737.56,12314.73653,,,0.017329303373964305,
2023/1/2 20:00,16737.56,16799.23,16660.51,16672.87,19068.3224,,,-0.38649600061181155,
2023/1/3 0:00,16672.78,16706.14,16647.81,16691.81,20183.45596,,,0.11413813413241507,
2023/1/3 4:00,16691.81,16778.4,16681.79,16729.74,21434.34333,,,0.22723718997520514,
2023/1/3 8:00,16730.15,16766.0,16698.15,16721.03,25576.16376,,,-0.05451236241158997,
2023/1/3 12:00,16721.42,16773.0,16617.79,16676.94,42131.78382,,,-0.2660061167053968,
2023/1/3 16:00,16677.54,16688.2,16605.28,16643.37,29519.13275,,,-0.20488633215691218,
2023/1/3 20:00,16643.77,16695.0,16640.4,16675.18,20696.65771,,,0.188719262522853,
2023/1/4 0:00,16675.65,16877.65,16652.66,16862.02,41904.57254,,,1.1176176041113777,
2023/1/4 4:00,16862.61,16910.98,16840.36,16869.44,30270.2531,16676.370000000003,,0.040503812873559364,
2023/1/4 8:00,16869.49,16919.0,16831.13,16835.35,30320.64004,16691.485500000003,,-0.20237719101172028,
2023/1/4 12:00,16835.35,16863.09,16765.3,16854.05,40843.05953,16707.8785,,0.11107580180988652,
2023/1/4 16:00,16853.55,16991.87,16787.85,16842.36,52076.35176,16722.1635,,-0.06639550717800517,
2023/1/4 20:00,16842.32,16869.56,16777.0,16850.36,24947.31165,16736.745000000003,,0.04773689135464042,
2023/1/5 0:00,16850.36,16878.18,16807.72,16827.71,21763.76721,16747.976499999997,,-0.13441849313606033,
2023/1/5 4:00,16827.71,16849.37,16789.87,16823.64,21213.55835,16758.321,,-0.024186297481949174,
2023/1/5 8:00,16823.05,16839.0,16780.75,16833.6,26296.22105,16766.904,,0.06271157727046685,
2023/1/5 12:00,16833.6,16879.82,16753.0,16842.94,41963.23448,16772.987,,0.05548426955612672,
2023/1/5 16:00,16842.94,16875.5,16800.5,16863.85,30157.4645,16779.424000000003,,0.12414697196570108,
2023/1/5 20:00,16864.29,16873.52,16818.91,16831.85,22079.32082,16784.283499999998,,-0.1923591209591529,
2023/1/6 0:00,16831.85,16872.57,16802.01,16833.56,22896.56633,16789.0835,,0.01015931106802143,
2023/1/6 4:00,16833.56,16837.87,16779.96,16794.06,24759.51652,16795.143,,-0.23465030569885395,
2023/1/6 8:00,16794.33,16812.22,16709.88,16738.22,29976.56156,16797.4635,,-0.33410085427641695,
2023/1/6 12:00,16738.74,16849.0,16679.0,16840.82,52584.91113,16803.0175,1,0.6098427958137715,0.6098427958137715
2023/1/6 16:00,16840.1,16965.41,16805.04,16939.91,42771.69765,16813.961499999998,,0.5926924424439363,
2023/1/6 20:00,16940.41,17041.0,16886.21,16950.65,34412.03096,16827.647,,0.06044717925954331,
2023/1/7 0:00,16950.31,16981.91,16930.46,16952.46,17943.00432,16843.101499999997,,0.012684133800489885,
2023/1/7 4:00,16952.73,16954.45,16922.14,16948.09,15480.43183,16856.747,,-0.027370222967034917,
2023/1/7 8:00,16948.18,16954.95,16908.07,16918.3,18936.72265,16859.560999999998,,-0.17630211621543446,
2023/1/7 12:00,16918.3,16947.7,16908.0,16940.42,20650.09476,16863.109999999997,,0.13074599693822064,
2023/1/7 16:00,16940.6,16946.13,16916.0,16944.05,16073.99982,16868.545,,0.020365276318434575,
2023/1/7 20:00,16944.05,16951.92,16929.46,16943.57,15442.31542,16873.021,,-0.002832852830341999,
2023/1/8 0:00,16943.83,16955.0,16911.0,16944.02,18295.79671,16878.104,,0.0011213521382042332,
2023/1/8 4:00,16944.02,16957.12,16933.26,16953.77,14667.61069,16883.2745,,0.05754242499713763,
2023/1/8 8:00,16953.77,16967.67,16925.05,16927.42,20434.41029,16888.260000000002,,-0.155422658205238,
2023/1/8 12:00,16927.42,17019.79,16920.37,17000.43,23086.53831,16897.0995,,0.43131203691999165,
2023/1/8 16:00,17000.43,17022.08,16916.1,16927.25,23557.66783,16901.782,,-0.43045970013699825,
2023/1/8 20:00,16927.25,17176.99,16924.41,17127.83,35113.87312,16916.0265,,1.1849532558448759,
2023/1/9 0:00,17127.83,17252.6,17104.66,17197.0,50799.16414,16932.684,,0.40384567105113867,
2023/1/9 4:00,17197.0,17262.56,17180.0,17198.48,33546.34885,16951.0155,,0.008606152235852552,
2023/1/9 8:00,17198.01,17285.48,17186.95,17238.93,38468.19722,16971.284,,0.23793450521311416,
2023/1/9 12:00,17239.47,17335.35,17190.74,17268.49,50514.03168,16995.0055,,0.16833464137818874,
2023/1/9 16:00,17268.49,17398.8,17268.02,17293.69,52520.91466,17022.779,,0.14593053590671268,
2023/1/9 20:00,17294.19,17313.3,17128.0,17178.26,40362.87068,17039.650999999998,,-0.6703407329282279,
2023/1/10 0:00,17179.04,17235.0,17146.34,17205.72,30946.1691,17052.9415,,0.1553055351172143,
2023/1/10 4:00,17205.31,17233.91,17189.15,17203.2,25989.57305,17065.569,,-0.012263655813237784,
2023/1/10 8:00,17203.2,17286.02,17187.73,17252.89,31083.00421,17080.5905,,0.2888416108630876,
2023/1/10 12:00,17252.89,17375.0,17212.14,17327.7,57523.3681,17099.571,,0.43360851428370156,
2023/1/10 16:00,17327.7,17456.07,17282.0,17432.85,43079.81645,17125.298499999997,,0.6068318357312155,
2023/1/10 20:00,17432.85,17499.0,17403.73,17440.66,32760.4949,17150.3105,,0.04480047725989331,
2023/1/11 0:00,17440.64,17510.0,17366.58,17416.14,31946.4848,17173.915,,-0.14047649627536604,
2023/1/11 4:00,17416.49,17462.99,17388.0,17446.65,29726.8908,17199.069,,0.17316922066386425,
2023/1/11 8:00,17447.02,17472.15,17408.68,17437.75,29986.37534,17223.7555,,-0.05313228276233097,
2023/1/11 12:00,17437.75,17437.75,17315.6,17332.43,49062.38496,17242.688499999997,,-0.6039770039139207,
2023/1/11 16:00,17331.9,17571.7,17320.42,17550.29,55789.51498,17273.832000000002,,1.2600465038455069,
2023/1/11 20:00,17549.62,18000.0,17508.86,17943.26,65709.95565,17320.9735,,2.24301152959437,
2023/1/12 0:00,17943.26,18385.71,17907.25,18224.68,82494.53271,17385.845,,1.5683883530640583,
2023/1/12 4:00,18224.68,18241.43,18075.19,18138.22,37256.18339,17436.3645,,-0.47441162204219295,
2023/1/12 8:00,18138.21,18222.59,18071.06,18200.8,34254.13454,17486.5545,,0.3450726394721428,
2023/1/12 12:00,18200.8,18380.47,17892.05,18086.62,130706.4578,17530.961499999998,,-0.62733506219507,
2023/1/12 16:00,18087.28,19060.0,18054.61,18885.35,110884.4527,17613.2825,,4.412327337222621,
2023/1/12 20:00,18885.35,19117.04,18762.0,18846.62,58972.56062,17692.189000000002,,-0.20507959873658452,
2023/1/13 0:00,18846.62,18887.0,18714.12,18876.37,41728.30446,17771.323,,0.15785323840561333,
2023/1/13 4:00,18876.37,18883.79,18778.41,18824.25,33637.34382,17853.6225,,-0.2761124093244569,
2023/1/13 8:00,18825.0,19057.7,18810.01,18920.95,53635.34061,17939.384,,0.5096945551128856,
2023/1/13 12:00,18920.95,19310.91,18811.52,19261.19,84962.31802,18042.283499999998,,1.7982183769842313,
2023/1/13 16:00,19261.19,19406.26,19060.15,19362.01,76088.31369,18147.739500000003,,0.5234359870807552,
2023/1/13 20:00,19363.43,20000.0,19315.77,19930.01,78564.25763,18277.855,,2.92603118352481,
2023/1/14 0:00,19930.01,21258.0,19888.05,20967.23,132906.5274,18454.574,,5.204312491564235,
2023/1/14 4:00,20967.23,21033.64,20777.37,20897.36,44676.34594,18627.409,,-0.33323428988950365,
2023/1/14 8:00,20897.36,21022.39,20225.06,20721.73,79770.25474,18792.688499999997,,-0.8404410892093594,
2023/1/14 12:00,20721.03,21200.0,20568.12,20786.74,70757.33684,18959.693,,0.3171174405905632,
2023/1/14 16:00,20785.85,20911.23,20660.0,20783.68,40261.90826,19126.989500000003,,-0.010439794379341014,
2023/1/14 20:00,20783.68,21072.27,20758.0,20954.92,25541.37632,19308.114,,0.8239156876934112,
2023/1/15 0:00,20952.76,21001.84,20551.01,20719.09,38036.35096,19466.553999999996,,-1.1152230064201483,
2023/1/15 4:00,20719.09,20789.58,20666.88,20735.69,20276.51594,19606.175499999998,,0.08011934887101,
2023/1/15 8:00,20735.69,20759.0,20573.13,20722.23,28650.05726,19731.053,,-0.06491223586000335,
2023/1/15 12:00,20722.23,20994.05,20652.24,20908.28,32504.50894,19869.556,,0.8978280812441484,
2023/1/15 16:00,20906.97,21050.74,20665.0,20870.15,37663.66746,20003.023500000003,,-0.17611351621014287,
2023/1/15 20:00,20870.15,20952.37,20746.39,20871.5,21411.12493,20142.2675,,0.00646856874530631,
2023/1/16 0:00,20872.99,21439.59,20770.2,21075.68,65696.37043,20251.784,,0.9710635610901873,
2023/1/16 4:00,21074.8,21260.0,21037.64,21109.23,32932.04546,20364.9145,,0.16337047089414986,
2023/1/16 8:00,21109.4,21113.22,20666.0,20817.56,49457.76438,20461.974,,-1.3825120562403486,
2023/1/16 12:00,20816.63,21053.89,20611.48,20994.17,50011.28024,20570.469999999998,,0.8528758017027599,
2023/1/16 16:00,20995.37,21414.42,20916.43,21308.57,57585.03731,20689.851,,1.4917574684323294,
2023/1/16 20:00,21307.29,21474.05,21048.16,21185.65,37395.5848,20786.074,,-0.5708844250019567,
2023/1/17 0:00,21185.65,21299.04,20841.31,21124.57,43454.76384,20874.201999999997,,-0.288308359667991,
2023/1/17 4:00,21124.57,21236.62,21060.8,21133.65,27720.49973,20934.384,,0.042983123443467705,
2023/1/17 8:00,21133.65,21249.46,21082.48,21219.75,32766.90672,20947.01,,0.4074071445301618,
2023/1/17 12:00,21219.21,21647.45,21030.0,21176.06,87104.51182,20960.945,,-0.2033534707465444,
2023/1/17 16:00,21176.06,21412.0,21084.0,21336.46,48658.53141,20991.6815,,0.7574591307353578,
2023/1/17 20:00,21336.46,21413.15,21121.71,21134.81,35702.53057,21009.085,,-0.9450958593880984,
2023/1/18 0:00,21132.29,21377.44,21103.15,21258.54,40301.19947,21032.828,,0.5974269707636986,
2023/1/18 4:00,21257.0,21320.0,21228.54,21307.94,26697.4268,21050.479,,0.23963870724937053,
2023/1/18 8:00,21307.94,21316.77,21151.0,21204.67,33225.41111,21074.758,,-0.48465501592364374,
2023/1/18 12:00,21204.67,21650.0,20842.0,21042.73,97538.81068,21090.11,-1,-0.7636996944540929,-1.0901505211340332
2023/1/18 16:00,21042.73,21136.8,20407.15,20906.54,112546.342,21099.3255,,-0.6472068975841,
2023/1/18 20:00,20905.37,20938.67,20624.02,20677.47,40606.82944,21087.785,,-1.0901505211340332,
2023/1/19 0:00,20677.47,20817.85,20659.19,20748.04,37267.51378,21081.6795,,0.3412893356875851,
2023/1/19 4:00,20748.04,20874.81,20742.71,20818.95,28848.62637,21079.052,,0.3417672223496766,
2023/1/19 8:00,20818.94,20846.75,20706.9,20743.72,35522.44033,21062.454,,-0.3613056188259226,
2023/1/19 12:00,20744.17,20960.23,20660.8,20876.44,61331.76023,21050.8145,,0.6376249326919343,
2023/1/19 16:00,20876.44,21142.07,20791.13,21090.95,51508.95942,21064.484,,1.0275219338163117,
2023/1/19 20:00,21092.1,21192.0,20919.31,21071.59,36906.54912,21068.355000000003,,-0.0972401989370352,
2023/1/20 0:00,21071.59,21219.6,21013.96,21087.74,37141.33047,21057.3135,,0.07664348062961293,
2023/1/20 4:00,21087.74,21127.33,20861.28,20959.44,38475.43025,21046.003,,-0.6084103844224317,
2023/1/20 8:00,20958.43,20993.99,20898.79,20963.51,33292.86295,21037.95,,0.02423845679279463,
2023/1/20 12:00,20963.34,21247.55,20955.53,21144.77,63718.57309,21038.506,1,0.865463232481085,5.445215468256251
2023/1/20 16:00,21145.05,21529.0,21140.99,21496.67,68762.00358,21052.352000000003,,1.6628950983799944,
2023/1/20 20:00,21496.67,22755.93,21495.75,22667.21,96688.93625,21126.909499999998,,5.445215468256251,
2023/1/21 0:00,22666.0,22792.86,22422.0,22547.35,46689.92028,21187.454,,-0.5234712785670231,
2023/1/21 4:00,22547.83,22670.0,22514.6,22638.36,31004.20655,21262.6315,,0.4015020514169161,
2023/1/21 8:00,22638.36,23335.77,22595.23,22905.65,102373.5051,21344.987,,1.1806950680172985,
2023/1/21 12:00,22907.01,23280.0,22851.94,22998.9,60494.75835,21429.535,,0.4011435800656789,
2023/1/21 16:00,22998.9,23371.8,22980.0,23270.5,62208.75289,21532.8265,,1.1809260442890683,
2023/1/21 20:00,23270.97,23299.55,22680.73,22783.55,43674.34114,21619.8675,,-2.0945409667065955,
2023/1/22 0:00,22783.35,22979.88,22602.55,22758.3,43093.66569,21712.455500000004,,-0.1099487125466592,
2023/1/22 4:00,22759.08,22967.33,22716.72,22895.2,29768.68658,21823.341999999997,,0.5980909597400201,
2023/1/22 8:00,22895.49,22938.12,22726.02,22783.61,31739.4919,21925.1205,,-0.48865518929711055,
2023/1/22 12:00,22784.74,23078.71,22645.59,22794.51,49271.02796,22023.898500000003,,0.042879576418237815,
2023/1/22 16:00,22794.63,22959.71,22687.13,22722.15,41105.52201,22122.82,,-0.317969627056897,
2023/1/22 20:00,22721.88,22773.89,22292.37,22707.88,58599.35872,22214.392,,-0.061614619917013905,
2023/1/23 0:00,22706.02,22826.46,22646.43,22661.02,36139.99774,22292.895500000002,,-0.19818532706304318,
2023/1/23 4:00,22661.02,22794.33,22600.14,22695.9,33194.2653,22374.110999999997,,0.15392069730312677,
2023/1/23 8:00,22696.61,22957.25,22662.38,22904.58,38266.29469,22464.953,,0.916304241029833,
2023/1/23 12:00,22904.58,23115.0,22500.0,22853.14,80367.50864,22559.638,,-0.22458390417987284,
2023/1/23 16:00,22855.44,23180.0,22654.0,22792.47,71278.43489,22651.086,,-0.2755142758135373,
2023/1/23 20:00,22792.47,23044.56,22753.71,22916.45,34341.87812,22739.67,,0.5439515769901181,
2023/1/24 0:00,22917.81,23144.76,22864.67,23079.27,41432.57478,22818.8,,0.704517578250274,
2023/1/24 4:00,23079.87,23162.2,23006.98,23054.08,34450.19326,22838.143500000002,,-0.11174239716253705,
2023/1/24 8:00,23054.7,23090.25,22770.0,22917.66,46085.15863,22856.659,,-0.5944124191596545,
2023/1/24 12:00,22917.11,23035.31,22711.0,22931.36,64690.98641,22871.309,,0.06218061526955187,
2023/1/24 16:00,22931.36,23079.0,22785.59,23018.53,44205.31571,22876.953,,0.3801344534297061,
2023/1/24 20:00,23017.73,23080.45,22462.93,22632.89,62294.55375,22858.652500000004,,-1.6719285524680332,
2023/1/25 0:00,22631.94,22715.06,22300.0,22643.61,56101.10349,22827.308,,0.051564293648718985,
2023/1/25 4:00,22643.04,22772.0,22606.04,22712.45,30093.23392,22823.753,,0.30654011122181407,
2023/1/25 8:00,22711.85,22739.11,22475.0,22598.47,39000.61252,22815.7615,,-0.4992107644247271,
2023/1/25 12:00,22598.45,22745.0,22335.0,22577.86,70513.75269,22799.894500000002,,-0.09111244355254518,
2023/1/25 16:00,22578.79,22765.3,22510.0,22748.86,50906.47279,22798.157,,0.753229026001835,
2023/1/25 20:00,22749.97,23816.73,22749.93,23060.94,99427.65682,22811.4785,1,1.3669029014104086,1.3669029014104086
2023/1/26 0:00,23060.42,23282.47,23041.14,23136.16,49167.22282,22832.179,,0.3284415461643873,
2023/1/26 4:00,23136.16,23197.8,22897.17,22966.73,45284.94138,22845.1215,,-0.7323168581130157,
2023/1/26 8:00,22965.81,23048.49,22850.01,22992.94,39326.2452,22861.7175,,0.1181321277150572,
2023/1/26 12:00,22992.09,23250.0,22880.95,22958.02,81188.23496,22874.823500000002,,-0.148181396297595,
2023/1/26 16:00,22955.16,23106.51,22853.81,23070.0,43604.15119,22883.0945,,0.5002796756807626,
2023/1/26 20:00,23068.57,23195.0,22963.07,23009.65,30353.64026,22890.920000000002,,-0.25541245079343133,
2023/1/27 0:00,23009.65,23076.62,22534.88,22772.62,46182.87922,22889.9275,,-1.0301330094112795,
2023/1/27 4:00,22772.2,23100.0,22760.64,23072.77,38724.8656,22897.7435,1,1.3198988240047063,1.3991679821386547
2023/1/27 8:00,23072.29,23083.87,22903.03,22967.47,33552.11913,22892.1535,,-0.4543112105473696,
2023/1/27 12:00,22967.48,23148.0,22841.19,22933.96,62813.27522,22886.1475,,-0.1459454846591809,
2023/1/27 16:00,22932.2,23284.32,22924.01,23253.06,49014.72696,22902.917500000003,,1.3991679821386547,
2023/1/27 20:00,23253.06,23500.0,22951.33,23074.16,50545.99702,22910.057500000003,,-0.7693611077423851,
2023/1/28 0:00,23074.16,23189.0,23042.54,23117.44,24315.1602,22915.003,,0.1875691249432215,
2023/1/28 4:00,23117.44,23133.4,22951.01,22991.51,24728.2785,22932.934,,-0.5447402480551492,
2023/1/28 8:00,22991.86,23017.27,22905.0,22981.51,25675.38157,22949.829,,-0.04501593172541144,
2023/1/28 12:00,22981.51,23044.12,22878.46,23012.54,33451.32025,22964.8335,,0.13502158909489617,
2023/1/28 16:00,23012.02,23052.82,22975.0,23039.35,20431.10042,22986.8775,,0.11876401984701086,
2023/1/28 20:00,23039.35,23042.91,22942.0,23022.6,19514.46991,23009.114500000003,,-0.07270170382410962,
2023/1/29 0:00,23021.4,23492.0,22967.76,23193.43,52580.79543,23031.343,1,0.7472612438861183,1.5844785290938312
2023/1/29 4:00,23194.27,23268.51,23144.99,23203.86,24988.1288,23038.488999999998,,0.04134641874911409,
2023/1/29 8:00,23203.39,23605.74,23153.64,23432.17,55739.69077,23053.2895,,0.985976618071751,
2023/1/29 12:00,23431.39,23666.0,23350.47,23525.09,54723.54894,23081.2075,,0.3998909155624174,
2023/1/29 16:00,23525.09,23960.54,23472.0,23897.84,66296.44216,23126.4525,,1.5844785290938312,
2023/1/29 20:00,23896.65,23910.6,23600.0,23742.3,41360.18594,23165.6665,,-0.6459064345839362,
2023/1/30 0:00,23743.37,23800.51,23567.1,23701.44,36904.38643,23197.2385,,-0.17659666677476826,
2023/1/30 4:00,23700.78,23769.32,23599.15,23642.81,31345.83274,23228.8965,,-0.24459110628425532,
2023/1/30 8:00,23642.81,23676.98,23017.0,23077.47,72543.62927,23244.139,-1,-2.3911709310356937,-2.3911709310356937
2023/1/30 12:00,23077.47,23301.82,22962.68,23178.51,58389.64648,23249.426,,0.4378296234379125,
2023/1/30 16:00,23178.51,23248.86,22627.9,22784.86,58798.23417,23240.2955,,-1.6983404023813344,
2023/1/30 20:00,22784.86,22840.69,22500.0,22826.15,44424.17212,23234.905,,0.1812168255587301,
2023/1/31 0:00,22827.38,22913.71,22714.77,22835.01,35131.51516,23214.0025,,0.03342477323283435,
2023/1/31 4:00,22835.46,22989.48,22743.05,22978.24,35466.16773,23209.2065,,0.625255633124984,
2023/1/31 8:00,22978.24,22996.84,22810.03,22865.43,35127.03829,23196.606,,-0.49094273538792044,
2023/1/31 12:00,22865.97,23206.84,22851.01,23121.8,64918.10238,23203.120499999997,,1.1188241740892606,
2023/1/31 16:00,23121.8,23221.14,23081.08,23163.88,42055.90095,23212.238999999998,,0.18199275142939453,
2023/1/31 20:00,23162.99,23320.0,22812.69,23125.13,51950.62458,23217.8685,,-0.16345040083340096,
2023/2/1 0:00,23125.13,23184.29,22997.1,23130.19,35705.95217,23222.4105,,0.021880958074604,
2023/2/1 4:00,23130.7,23167.39,23017.07,23076.68,32517.47391,23225.1145,,-0.2335424349457666,
2023/2/1 8:00,23076.67,23100.0,22919.33,23077.52,37238.66144,23219.319,,0.0036833737276746725,
2023/2/1 12:00,23078.43,23144.85,22938.36,22979.73,53826.35919,23208.1125,,-0.42767207301363536,
2023/2/1 16:00,22979.73,23494.77,22760.23,23385.99,77933.60595,23205.8035,1,1.7679058892336945,1.7679058892336945
2023/2/1 20:00,23385.99,23812.66,23320.01,23732.66,73568.37005,23216.182,,1.48238325595794,
2023/2/2 0:00,23731.41,24255.0,23690.02,23848.6,61426.43407,23213.72,,0.4938181085742427,
2023/2/2 4:00,23848.6,23921.1,23658.2,23781.12,36774.35541,23215.661,,-0.28295161980157985,
2023/2/2 8:00,23780.65,23852.75,23750.0,23820.49,34341.7451,23221.6135,,0.1675311650438493,
2023/2/2 12:00,23820.49,23945.68,23525.0,23839.5,83485.59583,23231.447999999997,,0.07980524330103368,
2023/2/2 16:00,23839.5,24144.62,23725.76,23802.57,83227.45056,23267.703,,-0.15491096709243185,
2023/2/2 20:00,23802.57,23924.81,23363.27,23488.94,64921.62654,23283.2245,,-1.3176308272594135,
2023/2/3 0:00,23489.33,23590.11,23411.47,23534.18,41608.93455,23320.6905,,0.19093775769678634,
2023/2/3 4:00,23533.64,23566.18,23447.25,23456.23,34988.87578,23352.1945,,-0.328933390669696,
2023/2/3 8:00,23456.22,23541.7,23322.3,23534.13,47896.72547,23387.1505,,0.33215070458922985,
2023/2/3 12:00,23533.32,23710.8,23227.16,23603.36,102225.3646,23418.4065,,0.29762056522412,
2023/2/3 16:00,23604.62,23715.7,23300.76,23307.99,68730.83213,23440.5345,-1,-1.256660772340319,-1.256660772340319
2023/2/3 20:00,23308.05,23472.0,23204.62,23431.9,37120.2965,23456.039500000003,,0.5313614824063024,
2023/2/4 0:00,23431.9,23465.15,23331.16,23343.43,25040.05526,23465.017,,-0.3775622121979061,
2023/2/4 4:00,23343.12,23361.33,23253.96,23329.18,24999.77578,23475.2195,,-0.05971780978720364,
2023/2/4 8:00,23329.18,23376.27,23292.19,23363.76,23614.83087,23486.898,,0.14822638429639665,
2023/2/4 12:00,23364.14,23587.78,23340.44,23421.45,41379.54799,23504.1365,,0.24529043226072653,
2023/2/4 16:00,23421.45,23472.5,23358.57,23425.89,26883.53409,23521.555,,0.01895698174109071,
2023/2/4 20:00,23425.28,23449.96,23259.62,23326.84,24208.72896,23538.9105,,-0.42022976886508373,
2023/2/5 0:00,23327.66,23371.99,23230.0,23344.53,27050.82035,23536.8375,,0.07231758350387044,
2023/2/5 4:00,23344.53,23433.33,23326.23,23377.4,20474.72317,23519.0745,,0.14080386283211793,
2023/2/5 8:00,23377.03,23419.74,23345.0,23356.33,24127.72175,23494.461000000003,,-0.08854845974872382,
2023/2/5 12:00,23356.86,23374.8,23000.01,23096.16,51552.20203,23460.213,,-1.116160305794532,
2023/2/5 16:00,23096.92,23157.75,22743.0,22891.8,56584.15419,23413.7785,,-0.8880837791359151,
2023/2/5 20:00,22892.65,23030.0,22795.01,22932.91,29461.71768,23368.449,,0.1758643057924635,
2023/2/6 0:00,22932.91,23094.92,22823.0,22895.48,29572.88535,23323.0945,,-0.1632152221414565,
2023/2/6 4:00,22895.48,22928.2,22628.13,22879.69,39216.01093,23292.632,,-0.06896557748516682,
2023/2/6 8:00,22880.91,22939.99,22735.46,22878.23,40012.24453,23259.8345,,-0.011712820862458229,
2023/2/6 12:00,22878.23,23054.66,22745.01,23041.39,58692.68023,23239.0925,,0.7131670588153011,
2023/2/6 16:00,23042.86,23158.25,22921.25,23031.03,56494.24898,23213.9375,,-0.0513391132871603,
2023/2/6 20:00,23030.29,23032.13,22638.0,22762.52,41383.53688,23171.8955,,-1.1626861841513954,
2023/2/7 0:00,22762.52,22897.67,22745.78,22877.99,33497.36874,23150.3955,,0.5072812676276667,
